RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
12541	"2688"	1	"B3 Hip"	"Acrylic"		"Green/White"	"48'"	0.0000
12541	"2688"	1	"B4 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"B5 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"BU1 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"BU1 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"BU2 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"BU3 Hip"	"Acrylic"		"Green/White"	"60'"	0.0000
12541	"2688"	1	"BU8 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"LU1 Hip"	"Acrylic"		"Green/White"		0.0000
12541	"2688"	1	"LU2 Hip"	"Acrylic"		"Green/White"		0.0000
12563	"2294"	1	"Single BU2"	"Acrylic"		"White"	"2'7x3"	0.0000
12563	"2294"	1	"Single BU3"	"Acrylic"		"White"	"3'3x3"	0.0000
12563	"2294"	1	"Double BL2"	"Acrylic"		"White"	"4x3'3"	0.0000
12563	"2294"	1	"Double BL3"	"Acrylic"		"White"	"4x3'3"	0.0000
12563	"2294"	1	"Double BL4"	"Acrylic"		"White"	"4x3'3"	0.0000
12563	"2294"	1	"Single FU1"	"Acrylic"		"White"	"2'8x3'3"	0.0000
12563	"2294"	1	"Single LU1"	"Acrylic"		"White"	"2'9x3'2"	0.0000
12563	"2294"	1	"Single LU2"	"Acrylic"		"White"	"2'8x3'3"	0.0000
12564	"25939"	1	"Patio"	"Acrylic"		"Green/Red/Gold"	"24'2x14'1=345.56'"	0.0000
12565	"13267"	1	"Bimini"	"Acrylic"	"Good"	"RoyalBlueTweed"	"7'2x6'10=46.69'"	0.0000
12566	"25946"	1	"L-Shaped Patio"	"Acrylic"		"Navy"	"29'3x16'3/4'8x8'10=516.54'"	0.0000
12567	"313"	1	"Bimini"	"Acrylic"		"Beige"	"~7'5x7'7=58.77'"	0.0000
12568	"18459"	1	"Cover"	"Poly"		"DkGrey w/graphics"	"~18x7=136.71'"	0.0000
12569	"7142"	1	"Valance"	"Acrylic"		"Grey/Navy/Beige/White"	"11'6x11""=10.7'"	0.0000
12570	"15196"	1	"Firepit Cover"	"Poly"		"Grey"	"3'7x3'7+4 sides=40.3'"	0.0000
12571	"23933"	1	"Roller awning"	"Pyrotone?"			"8'2""x12'1""/98.57'"	0.0000
12571	"23933"	2	"Wings"				"12' /22.80"	0.0000
12572	"25973"	1	"Awning 8"	"Acrylic"		"Black"	"5'3x2'8=14.02'"	0.0000
12572	"25973"	1	"Awning 4"	"Acrylic"		"Black"	"8'6x2'8=22.71'"	0.0000
12573	"11464"	1	"Patio"	"acrylic"		"Toast"	"21x17'10=374.43'"	0.0000
12539	"25097"	1	"Umbrella"	"Acrylic"	"metal spire/pole"	"Charcoal Grey, white bind"	"5'6R=95'/156.75"	0.0000
12576	"26001"	1	"Window 3"	"A+V"		"White/Clear"	"~1'7x6=9.48'"	0.0000
12576	"26001"	1	"Window 4"	"A+V"		"White/Clear"	"~5'9x4'7=26.34'"	0.0000
12576	"26001"	1	"Window 6 P shaped"	"A+V"		"White/Clear"	"~8'3x5'6=41.5'"	0.0000
12576	"26001"	1	"Window 7 P shaped"	"A+V"		"White/Clear"	"~7'7x5'6=48.96'"	0.0000
12575	"10762"	2	"Windows 1/2"	"A+V+Seam trim"		"Navy/Clear"	"~4'2x3'4=13.93'/41.79"	0.0000
12575	"10762"	1	"Windows 3/4"	"A+V+Seam trim"		"Navy/Clear"	"4'3x3'2=13.47'/40.41"	0.0000
12575	"10762"	1	"Windows 5/6"	"A+V+Seam trim"		"Navy/Clear"	"~6x3=20'/60.00"	0.0000
12577	"26004"	1	"Bimini"	"SunbSupreme"	"a"	"Navy"	"9'8x9'1=87.8'"	0.0000
12577	"26004"	1	"Bimini/connector"	"SunbSupreme"		"Navy"	"~10'6x4=42'"	0.0000
12578	"26007"	1	"Dashboard Cover"	"Stamoid"		"White"	"2'10x9'9=27.59'"	0.0000
12579	"25401"	1	"Window 10"	"A+V"		"Linen/Clear"	"~3'10x4'8=18'"	0.0000
12579	"25401"	1	"Visor 12"	"Acrylic"		"Linen"	"~8'5x2'9=23.16'"	0.0000
12580	"25954"	1	"Patio"	"Acrylic"		"Tan/Black/Red/White"	"21'1x16'4=344.24'"	0.0000
12581	"26021"	1	"Patio"	"Acrylic"		"Tan/White/Green Stripe"	"17'2x11'2=191.51'"	0.0000
12582	"26022"	1	"Patio"	"Acrylic"		"LtBlue"	"25x16'2=404.25'"	0.0000
12583	"24985"	1	"Double #1"	"Acrylic"		"DkGreen"	"4'8x4'3=19.85'"	0.0000
12583	"24985"	1	"Hip #2"	"Acrylic"		"DkGreen"	"3'3x4'3=13.81"	0.0000
12583	"24985"	1	"Extension #3"	"Acrylic"		"DkGreen"	"8'10x2'8=23.58'"	0.0000
12583	"24985"	1	"Hip #4"	"Acrylic"		"DkGreen"	"6'8x4'11=32.82'"	0.0000
12583	"24985"	1	"Extension #5"	"Acrylic"		"DkGreen"	"7'8x4'11=37.74'"	0.0000
12584	"20990"	1	"Bimini"	"Acrylic"		"Pacific Blue"	"5'8x7'7=42.98'"	0.0000
12585	"26028"	1	"Lateral"	"Acrylic"		"Grey Stripe"		0.0000
12585	"26028"	1	"Valance"	"Acrylic"		"Grey Stripe"		0.0000
12586	"25625"	1	"Aft Panel #3"	"A+V"		"Tan/Clear"	"~4'3x4'11+tail=21.41'"	0.0000
12586	"25625"	1	"Aft Curtain #4"	"A+V"		"Tan/Clear"	"~4'4x3'+3'6x3'6=25.24'"	0.0000
12587	"18794"	1	"Window 1"	"A+V"		"Navy/Clear"	"2'3x3'5=11.12'"	0.0000
12587	"18794"	1	"Window 2"	"A+V"		"Navy/Clear"	"~4x3=12'"	0.0000
12587	"18794"	1	"Window 3"	"A+V"		"Navy/Clear"	"~4x3=12'"	0.0000
12587	"18794"	1	"Window 4"	"A+V"		"Navy/Clear"	"~4x2'9=11'"	0.0000
12587	"18794"	1	"Window 5"	"A+V"		"Navy/Clear"	"~4x2'9=11'"	0.0000
12587	"18794"	1	"Window 7"	"A+V+Screen"		"Navy/Clear/Screen"	"~3'4x3'10=12.79'"	0.0000
12587	"18794"	1	"Window 8"	"A+V+Screen"		"Navy/Clear/Screen"	"~3'4x3'10=12.79'"	0.0000
12587	"18794"	1	"Window 10"	"A+V+Screen"		"Navy/Clear/Screen"	"4'4x3'2+flap=18.14'"	0.0000
12588	"26014"	1	"Hip BL1"	"Acrylic"		"Cream/Beige/Brown"	"3x4'10"	0.0000
12588	"26014"	1	"Ext BL2"	"Acrylic"		"Cream/Beige/Brown"	"6x5'4=32.04'"	0.0000
12588	"26014"	1	"Single BL3"	"Acrylic"		"Cream/Beige/Brown"	"3x4'10"	0.0000
12588	"26014"	1	"Ext BL4"	"Acrylic"		"Cream/Beige/Brown"	"18'8x4'6=84.02'"	0.0000
12588	"26014"	1	"Hip BL5"	"Acrylic"		"Cream/Beige/Brown"	"3'1x5'1"	0.0000
12588	"26014"	1	"Hip/Ext BL6"	"Acrylic"		"Cream/Beige/Brown"	"5'11x5'3=31.08'"	0.0000
12588	"26014"	1	"Hip BL7"	"Acrylic"		"Cream/Beige/Brown"	"3x4'11"	0.0000
12588	"26014"	1	"Ext BL8"	"Acrylic"		"Cream/Beige/Brown"	"21'8x4'7=99.25'"	0.0000
12539	"25097"	1	"Rollers"	"Acrylic"		"Oyster"	"16'2x11'1=179.16'/313.53"	0.0000
12588	"26014"	1	"Ext FL1"	"Acrylic"		"Cream/Beige/Brown"	"21'3x4'4=92.23'"	0.0000
12588	"26014"	1	"Hip FL2"	"Acrylic"		"Cream/Beige/Brown"	"6x3'8=22.02'"	0.0000
12588	"26014"	1	"Hip FL3"	"Acrylic"		"Cream/Beige/Brown"	"5'11x4'5=26.17'"	0.0000
12588	"26014"	1	"Single RU2"	"Acrylic"		"Cream/Beige/Brown"	"3x4'7"	0.0000
12588	"26014"	1	"Ext BU1"	"Acrylic"		"Cream/Beige/Brown"	"5'11x4'11=29.13'"	0.0000
12588	"26014"	1	"Ext BU2"	"Acrylic"		"Cream/Beige/Brown"	"8'1x4'5=35.71'"	0.0000
12588	"26014"	1	"Ext BU3"	"Acrylic"		"Cream/Beige/Brown"	"5'11x4'11=29.13'"	0.0000
12588	"26014"	1	"Bag"			"Cream/Beige/Brown"		0.0000
12589	"22293"	1	"Swing canopy"	"Acrylic"		"Teal/White stripe"	"7'8x7'4=56.3'"	0.0000
12589	"22293"	1	"Valance"	"Acrylic"		"LtBlue/White"	"18'10x8"""	0.0000
12590	"26033"	1	"Double BR2/2-2-2"	"Acrylic"		"Navy"	"4x3"	0.0000
12590	"26033"	1	"Double BTL/2-2-1"	"Acrylic"		"Navy"	"5'6x3'5"	0.0000
12590	"26033"	1	"Single 4-2-1"	"Acrylic"		"Navy"	"2'11x3'5"	0.0000
12590	"26033"	1	"Double 1-2-1"	"Acrylic"		"Navy"	"5'8x4'1"	0.0000
12590	"26033"	1	"Double BT3/2-2-3"	"Acrylic"		"Navy"	"5'7x3'5"	0.0000
12590	"26033"	1	"Double"	"Acrylic"		"Navy"	"5'7x3'8"	0.0000
12590	"26033"	1	"Awning 5LB/1-1-1"	"Acrylic"		"Navy"	"8'5x4=33.68'"	0.0000
12590	"26033"	1	"Awning L2/1-1-2"	"Acrylic"		"Navy"	"8'5x4=33.68'"	0.0000
12590	"26033"	1	"Awning 7/2-1-4"	"Acrylic"		"Navy"	"6'6x3'1=20.02'"	0.0000
12590	"26033"	1	"Double 3-2-1"	"Acrylic"		"Navy"	"5'11x3'5"	0.0000
12590	"26033"	1	"Awning B6/2-1-last"	"Acrylic"		"Navy"	"9'5x4'2=39.28'"	0.0000
12590	"26033"	1	"Awning 3LS/1-1-3"	"Acrylic"		"Navy"	"10'6x6=63'"	0.0000
12590	"26033"	1	"Awning 2FM/4-1-2"	"Acrylic"		"Navy"	"9'5x4'8=43.99'"	0.0000
12590	"26033"	1	"Awning 3FL/4-1-1"	"Acrylic"		"Navy"	"9'2x6=55.02'"	0.0000
12590	"26033"	1	"Doorhood"	"Acrylic"		"Navy"	"5'11x6'1"	0.0000
12591	"26041"	1	"Patio"	"Acrylic"		"Grey multi stripe"	"17'8x15'7=275.3'"	0.0000
12592	"26046"	1	"Panel #3"	"A+V"		"Toast/Clear"	"~3'4x3'6=11.71'"	0.0000
12592	"26046"	1	"Panel #5"	"A+V"		"Toast/Clear"	"~5'11x2'=11.84'"	0.0000
12592	"26046"	1	"Panel #6"	"A+V"		"Toast/Clear"	"~5'10x2'1=12.13'"	0.0000
12592	"26046"	1	"Panel #7"	"A+V"		"Toast/Clear"	"~3'6x3'9=13.13'"	0.0000
12592	"26046"	1	"Bimini #10"	"Acrylic"		"Toast"	"14'5x9'5=135.87'"	0.0000
12592	"26046"	1	"Side Skirt #11"	"A+Vmesh"		"Toast"	"~12'10x2'2=27.71'"	0.0000
12592	"26046"	1	"Side Skirt #12"	"A+Vmesh"		"Toast"	"2'2x9'9=21.06'"	0.0000
12593	"25921"	1	"Dodger"	"A+V"		"Tan/Clear"	"~13'10x3'3=42.26'"	0.0000
12594	"16472"	1	"Connector/Visor"	"Acrylic"		"Marine Blue"	"~8'5x3'5=28.8"	0.0000
12594	"16472"	1	"Bimini"	"Acrylic"		"Marine Blue"	"7'10x8'10=69.93"	0.0000
12595	"3332"	1	"Bow cover"	"Acrylic"		"MarineBlue"	"6'8x7=46.69'"	0.0000
12595	"3332"	1	"Cockpit cover"	"Acrylic"		"MarineBlue"	"13'6x8'7=115.83'"	0.0000
12596	"26071"	1	"Aft Side #8"	"A+V"		"Black/White/Clear"	"~6'8x3'10=25.55'"	0.0000
12597	"23104"	1	"Patio"	"Acrylic"		"Brown"	"15'6x10'5=161.51'"	0.0000
12598	"4300"	1	"Patio"	"acrylic"	"Fair"	"LtBlue/Natural Splash Spun"	"24'5x16'6=402.93'"	0.0000
12599	"10316"	1	"Patio"	"Acrylic"		"Beige/White Stripe"	"24'11x22'11=571.17'"	0.0000
12504	"15898"	1	"Patio - middle"	"Firesist"	"NewS17"	"Blue"	"~18x16=331'"	0.0000
12515	"25886"	1	"Window 9"	"A+V"		"Yellow / Clear"	"~6'x2'2=13.02'"	0.0000
12515	"25886"	1	"Window 12"	"A+V"		"Yellow / Clear"	"~6'10x4'2=28.48'"	0.0000
12515	"25886"	1	"Window 15"	"A+V"		"Yellow / Clear"	"~6'x5'4=31.98'"	0.0000
12516	"23178"	1	"Umbrella Cap"	"Acrylic"		"Oyster"	"3'2D=7.84'"	0.0000
12518	"20751"	1	"Bimini"	"Acrylic"		"Linen"	"7'4x7'10=57.47'"	0.0000
12519	"25595"	1	"Cover"	"Acrylic"	"Good"	"Ivory"	"9'5x8'2=76.96'"	0.0000
12520	"24168"	1	"Bimini 4"	"A+V"		"Tan/Clear"	"7'3x4'8=33.86'"	0.0000
12522	"1388"	1	"Patio"	"Acrylic"	"NewS22"	"Manhattan fog"	"28'9x15'2=436.14'"	0.0000
12523	"23270"	1	"Singles"	"Canvas"		"Black"		0.0000
12524	"25889"	1	"Pergola cover"	"Acrylic"		"Tan"	"16x24'6"	0.0000
12525	"23635"	1	"Patio"	"Acrylic"	"NewS09"	"Green/Grey/White"	"10x9'2=91.7'"	0.0000
12527	"25891"	1	"Lateral"	"Acrylic"		"Oyster"	"14'6x14=203'"	0.0000
12528	"18495"	1	"Patio"	"Acrylic"	"Good"	"Dark Green"	"43'5x11=477.62'"	0.0000
12529	"25892"	1	"Patio"	"Acrylic"		"Black/Grey"	"18'9x12"	0.0000
12530	"24263"	1	"Awning-welded/peaked"	"Acrylic"	"over cabinet"	"Green/White"	"10'6x5+face=60'"	0.0000
12530	"24263"	1	"Patio-pool"	"Acrylic"		"Green/White"	"23x19=437'"	0.0000
12530	"24263"	1	"Patio-restaurant Zshape"	"Acrylic"		"Green/White"	"1191.27'"	0.0000
12531	"23074"	1	"Patio"	"Acrylic"		"Brown Fancy"	"26x22'1=574.08'"	0.0000
12532	"25895"	1	"Boat lift cover (Freestander)"	"Acrylic"		"Green"	"26x12'7=327.08'"	0.0000
12533	"25897"	1	"Patio"	"Acrylic"		"blue/brown stripe"	"10'6x18'9=196.88"	0.0000
12534	"25898"	1	"Patio"	"Acrylic"		"Blue/Red/Beige"	"16'5x13'9=225.78'"	0.0000
12535	"25899"	1	"Patio"	"Acrylic"		"Blue/Brown Stripe"	"5'6x7'8=42.19"	0.0000
12536	"21954"	1	"Patio"	"Acrylic"		"Taupe/DkGreen/White"	"30x14'8=440.1'"	0.0000
12537	"5103"	1	"Single FU4"	"Acrylic"	"NewS13"			0.0000
12537	"5103"	1	"Single FU6"	"Acrylic"	"NewS13"			0.0000
12539	"25097"	2	"Umbrella"	"Acrylic"	"metal spire/pole"	"Charcoal Grey,white fringe"	"4'10R=73.25'/120.86"	0.0000
12600	"25207"	1	"Single F-2-1"	"Acrylic"		"Blue/White"	"3'3x3'8"	0.0000
12600	"25207"	1	"Awning F-2-2"	"Acrylic"		"Blue/White"	"6'7x3'8=24.15'"	0.0000
12601	"26163"	1	"Patio"	"Acrylic"		"Tan/Brown/Grey/Black/Multi"	"9'2x9'2=84.09'"	0.0000
12602	"18666"	1	"Lat"	"Acrylic"	"Poor"	"Grey/White"	"16x11'3=180'"	0.0000
12602	"18666"	1	"Val"	"Acrylic"	"Poor"	"Grey/White"	"16x8"""	0.0000
12602	"18666"	1	"Lat F1"	"Acrylic"	"Poor"	"Grey/White"	"10'7x8'7=90.78'"	0.0000
12602	"18666"	1	"Val F1"	"Acrylic"	"Poor"	"Grey/White"	"10'7x8"""	0.0000
12602	"18666"	1	"Lat F-2"	"Acrylic"	"Poor"	"Grey/White"	"8'7x5'8=48.65'"	0.0000
12602	"18666"	1	"Val F-2"	"Acrylic"	"Poor"	"Grey/White"	"8'7x8"""	0.0000
12603	"26165"	1	"Patio"	"Acrylic"		"LtGrey/White"	"25'3x14'3=359.81'"	0.0000
12604	"26166"	1	"Double R-1-2"	"Acrylic"		"DkGreen"	"4'2x3'3"	0.0000
12604	"26166"	1	"Double"	"Acrylic"		"DkGreen"	"4'2x3'3"	0.0000
12604	"26166"	1	"Double R-1-1"	"Acrylic"		"DkGreen"	"4'2x3'3"	0.0000
12504	"15898"	1	"Lat - kiddie pool"	"Acrylic"		"Blue"	"26'6x10'9=284.88'"	0.0000
12605	"26168"	1	"Single-shed"	"Acrylic"		"Black/Grey/Multi"	"1'6x1'10"	0.0000
12605	"26168"	1	"Double-door"	"Acrylic"		"Black/Grey/Multi"	"4'6x3'4"	0.0000
12605	"26168"	1	"Awning"	"Acrylic"		"Black/Grey/Multi"	"7x4'8=32.69'"	0.0000
12605	"26168"	1	"Double F2"	"Acrylic"		"Black/Grey/Multi"	"5'2x4'4=22.44'"	0.0000
12605	"26168"	1	"Awning"	"Acrylic"		"Black/Grey/Multi"	"12'4x4'7=56.52'"	0.0000
12606	"17698"	1	"Single Garage 1"	"Acrylic"		"Silver/Black/Taupe"	"2'11x3"	0.0000
12606	"17698"	1	"Single Garage 2"	"Acrylic"		"Silver/Black/Taupe"	"2'11x2'10"	0.0000
12606	"17698"	1	"Single B-1-2"	"Acrylic"		"Silver/Black/Taupe"	"2'11x2'5"	0.0000
12606	"17698"	1	"Single B-1-3"	"Acrylic"		"Silver/Black/Taupe"	"2'11x2'5"	0.0000
12606	"17698"	1	"Single R-1-1"	"Acrylic"		"Silver/Black/Taupe"	"3'11x2'11"	0.0000
12607	"26171"	1	"Patio"	"Acrylic"		"TanTweed/Blue/White"	"15'9x15'7=245.39'"	0.0000
12608	"19898"	1	"Single F-1-1"	"Acrylic"		"DkGreen Tweed"	"2'7x3'4"	0.0000
12608	"19898"	1	"Awning F-1-2"	"Acrylic"	"Faded"	"DkGreen"	"6'1x3'10=23.29'"	0.0000
12608	"19898"	1	"Awning F-1-3"	"Acrylic"	"Faded"	"DkGreen"	"7'4x3'11=28.77'"	0.0000
12609	"26178"	1	"Patio"	"Acrylic"		"Red/Green/Black/Gold/Multi"	"11'9x12'3=143.94'"	0.0000
12610	"26179"	1	"Patio"	"Acrylic"		"Pacific Blue"	"15'10x20'9=328.47'"	0.0000
12611	"26181"	1	"Patio"	"Acrylic"		"Navy/White"	"17x16'7=281.86'"	0.0000
12612	"26182"	1	"Single F-2-1"	"Acrylic"		"DkGreenTweed"	"2'10x3'3"	0.0000
12612	"26182"	1	"Hip R-1-1"	"Acrylic"		"DkGreenTweed"	"7'8x4'5"	0.0000
12613	"26183"	1	"Patio"	"Acrylic"		"Pacific Blue"	"29'5x12'7=370.1'"	0.0000
12614	"24290"	1	"Patio KK2"	"Pyrotone?"		"LtTan"	"29'6x14'5=425.39'"	0.0000
12615	"26193"	1	"Grill Cover"	"Acrylic"		"Pacific Blue"	"5'x4'6=22.50'"	0.0000
12616	"1282"	1	"Patio"	"acrylic"	"Good"	"Blue/Tan"	"9x10=90'"	0.0000
12617	"25207"	1	"Single F-2-1"	"Acrylic"		"Blue/White"	"3'3x3'8"	0.0000
12617	"25207"	1	"Awning F-2-2"	"Acrylic"		"Blue/White"	"6'7x3'8=24.15'"	0.0000
12618	"2026"	1	"Patio"	"A+Vcoated"		"White"	"25'9x24'2=622.38'"	0.0000
12619	"18327"	1	"Roller B2"	"Acrylic"		"green/red/grey"	"16'10x5'5=86.66'"	0.0000
12620	"26223"	1	"Patio"	"Acrylic"		"Green/White"	"32'10x17'5=571.90'"	0.0000
12620	"26223"	1	"Freestander"	"Acrylic"		"Green/White"	"19'6x23'5+2 Faces=497.69'"	0.0000
12621	"17727"	1	"Umbrella 1"	"Acrylic"		"White"	"11'5x8'2=93.84'"	0.0000
12621	"17727"	1	"Umbrella 2"	"Acrylic"		"White"	"95'"	0.0000
12621	"17727"	1	"Umbrella 3"	"Acrylic"		"White"	"95'"	0.0000
12622	"26227"	1	"Patio"	"Acrylic"		"Mint Green"	"29'2x4'3=123.93'"	0.0000
12623	"6856"	1	"Main"	"Dacron"		"Tan"	"10#"	0.0000
12623	"6856"	1	"Genoa"	"Dacron"		"Tan"	"2#"	0.0000
12623	"6856"	1	"Mizzen"	"Dacron"		"Tan"	"4#"	0.0000
12623	"6856"	1	"Bag-customers"			"ACI white"		0.0000
12624	"10591"	1	"Patio"	"Acrylic"		"Tan/DkGreen/White"	"20x12'10=256.6'"	0.0000
12625	"7428"	1	"Cover"	"Acrylic"		"Black"	"~10'2x4'5=44.95'"	0.0000
12626	"9599"	1	"Windows 3/4"	"Seam+V"		"BlueTweed/Clear"	"~4'10x1'10=8.84'/22.00"	0.0000
12626	"9599"	1	"Aft Curtain 8"	"Seam+V"		"BlueTweed/Clear"	"9x5=45'"	0.0000
12627	"11212"	1	"Back drop 4"	"Acrylic"		"Green"	"6'6x14'=91'"	0.0000
12504	"15898"	1	"Val - kiddie pool"	"Acrylic"		"Blue"	"26'6x6""=13.25'"	0.0000
12628	"7784"	1	"Single R1 family room"	"Acrylic"		"Navy"	"3'5.5"" wide"	0.0000
12629	"21952"	1	"Windshield 1"	"A+V"		"Grey/Clear"	"~9'5x2'9=25.91'"	0.0000
12629	"21952"	1	"Windows 2/3"	"A+V"		"Grey/Clear"	"~5'3x2'6=13.13'/32.83"	0.0000
12629	"21952"	2	"Windows 4/5"	"A+V+Screen"		"Grey/Clear/Screen"	"~4'8x2'6=11.68'/29.20"	0.0000
12629	"21952"	1	"Window 6"	"A+V"		"Grey/Clear"	"~4'9x5'5=25.75'"	0.0000
12630	"22293"	8	"Cushions-seat"		"no zip/velcro flaps"	"Teal/White polka dots"	"1'8x1'3=4.18'/20.00"	0.0000
12630	"22293"	15	"Chaise cushions-3section"	"headrest"	"zips"	"Teal/White polka dots"	"~4x1'7+1'8x9""=15.14'/29.52"	0.0000
12630	"22293"	5	"Lounge cushions-3section"		"buttons"	"Teal/White swirl"	"~4'8x4'8+2'9x2'2=33.86'/66.03"	0.0000
12630	"22293"	9	"Lounge cushions-2section"			"Teal/White swirl"	"2'3x2'2+2'3x2'3=19.88'/38.77"	0.0000
12591	"26041"	1	"Bag"			"Grey multi stripe"		0.0000
12631	"20647"	1	"Patio-backflap"	"Firesist?"		"Grey"	"20x8'11+flap=216.69'"	0.0000
12632	"20511"	1	"Windows 7/8"	"A+V"		"Green/Clear"	"~3'3x4'2=13.55'/33.88"	0.0000
12633	"26314"	1	"Patio"	"Acrylic"		"Tan/Green/White Stripe"	"29'x10'11=316.68'"	0.0000
12634	"26328"	1	"Lateral"	"Acrylic"		"Tan/Brown Multi"	"10'6x10'10=113.72'"	0.0000
12635	"11519"	1	"Patio-2pc"	"acrylic"		"Green/White"	"1188'"	0.0000
12636	"18476"	1	"Patio"					0.0000
12637	"26333"	1	"Dodger+skirt"	"A+V+Vinyl"		"BlueTweed/Clear/WhiteV"	"4'4x6+skirt=31.37'"	0.0000
12637	"26333"	2	"Windows"	"A+V"		"BlueTweed/Clear"	"~2'4x4=9.5'/29.45"	0.0000
12637	"26333"	1	"Wheel cover"	"Acrylic"	"2-sided"	"Blue"	"3'6z2'9=19.5'"	0.0000
12638	"24444"	1	"Cover"	"SunbSUP+V"		"Black/yellow lining/Clear"	"~7'6x4=30'"	0.0000
12639	"26336"	1	"L-Shaped Patio"	"Acrylic"		"Grey/Taupe Stripe"	"11'5x18'2+21'3x4'8=306.63'"	0.0000
12640	"26342"	1	"Snap-on Panel"	"Acrylic"		"White"	"9'8x7'2=69.24"	0.0000
12641	"21755"	1	"Patio"				"15'8x14'6-cutout=222.33'"	0.0000
12642	"18209"	2	"Windows 1/2-aft sides"	"A+V"		"Linen/Clear"	"~6x3'5=20.52'/"	0.0000
12642	"18209"	1	"Window 3-aft center"	"A+V"		"Linen/Clear"	"6'4x2=12.68'"	0.0000
12642	"18209"	2	"Windows 4/5-triangle"	"A+V"		"Linen/Clear"	"~(1/2)6'6x3'7=7'/"	0.0000
12642	"18209"	1	"Bimini 6"	"Acrylic"		"Linen"	"9'5x8'7=80.82'"	0.0000
12642	"18209"	1	"Windshield 7"	"A+V"		"Linen/Clear"	"9'2x4'11=45.12'"	0.0000
12643	"26350"	1	"Freestander"	"Sunbrella"		"Green/White"	"18x12"	0.0000
12644	"26354"	1	"Valance"	"Acrylic"		"Green/Tan"	"15'6x8"""	0.0000
12645	"26338"	1	"Patio"	"Acrylic"		"DkGreen"	"21x15'9=330.75'"	0.0000
12646	"16556"	1	"Bimini"	"SunbSUPREME"		"Black/oyster under"	"5'6x7'1=38.94'"	0.0000
12647	"26365"	1	"Patio"	"Acrylic"		"Green"	"13'x13'4=173.29'"	0.0000
12648	"12447"	1	"Patio"	"acrylic"		"Navy/Grey/Multi"	"18'6x13=238.38'"	0.0000
12648	"12447"	1	"Bag"			"White/Blue/Grey"		0.0000
12649	"26368"	1	"Patio"	"Acrylic"		"Blue/White Stripe"	"21'6x13'3=284.88'"	0.0000
12650	"26447"	1	"Bow cover"	"Acrylic"		"Dk Green"	"5'1x5'=25.40'"	0.0000
12650	"26447"	1	"Cockpit cover"	"Acrylic"		"Dk Green"	"11'5x7'2=81.77'"	0.0000
12651	"22801"	1	"Bow cover"	"Acrylic"		"Navy"	"5'3x5'4=28.04'"	0.0000
12651	"22801"	1	"Cockpit cover"	"Acrylic"		"Navy"	"13'5x7'8=102.93'"	0.0000
12652	"26453"	1	"Patio"	"Acrylic"		"Bluish Gray"	"36'11x18'4=676.74'"	0.0000
12563	"2294"	1	"Single FU2"	"Acrylic"		"White"	"2'8x3'3"	0.0000
12653	"26473"	1	"Chair Cover"	"Acrylic"		"White"	"2'6x3'4(x2)=16.65'"	0.0000
12654	"26483"	1	"Bimini"	"Acrylic"		"Dk Green"	"~7'8x7'9=59.44'"	0.0000
12654	"26483"	1	"Cockpit cover"	"Acrylic"		"Dk Green"	"17'8x8'=141.36'"	0.0000
12655	"24934"	1	"Aft Curtain Side 10"	"A+V"		"Navy/Clear"	"~6'9x3'5=23.09'"	0.0000
12655	"24934"	1	"Aft Curtain Side 11"	"A+V+Screen"		"Navy/Clear/Mesh"	"~5'5x6'6=35.23'-Glass=12.76'"	0.0000
12656	"26488"	1	"Bow cover"	"Acrylic"		"Brown"	"~10'x6'4=63.30'"	0.0000
12656	"26488"	1	"Cockpit cover"	"Acrylic"		"Brown"	"13'9x7'9=106.56'"	0.0000
12657	"26108"	1	"Patio"	"Acrylic"		"Linen"	"24'6x21'+faces=600.02'"	0.0000
12658	"26502"	1	"Extension"	"Acrylic"		"Tan/Green/White Fancy"	"9'3x3'4=30.80'"	0.0000
12659	"26588"	1	"Freestander"	"Acrylic"		"Tan/Gray/Multi Stripe"	"16'x16'=256'"	0.0000
12661	"7439"	1	"Single R1"	"Acrylic"		"Navy"		0.0000
12661	"7439"	1	"Single R2"	"Acrylic"		"Navy"		0.0000
12661	"7439"	1	"Single R3"	"Acrylic"		"Navy"		0.0000
12662	"24390"	1	"Patio"	"Acrylic"		"White, lt blue bind"	"18'7x21'7+flap=411.46'"	0.0000
12663	"26590"	1	"Patio"	"Acrylic"		"White"	"20'x13'3=265'"	0.0000
12664	"24129"	1	"Umbrella"	"Acrylic"		"Tan"	"6'R=113.10'"	0.0000
12665	"25149"	1	"Ext C"	"Acrylic"		"Black/White"	"11'3x5'2=58.16'"	0.0000
12666	"26502"	2	"Singles"	"Acrylic"		"Tan/Green/White Fancy"	"3'2x3'10=12.10'/52"	0.0000
12667	"21852"	1	"Single"	"Acrylic"		"Blue"	"3'4w X 2'6-1/2p X 2'9d"	0.0000
12668	"20353"	2	"Windows"	"A+V"		"Navy/Clear"	"~4'4x4'6=19.49'/60.42"	0.0000
