RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
12188	"22999"	1	"Curtain"	"Acrylic"	"NewS21"	"Westfield Mushroom 4817"	"3x8"	0.0000
12189	"23100"	1	"Ext F1"	"Acrylic"		"Blue Multi"	"27x5'1=137.16'"	0.0000
12190	"23036"	1	"Patio"	"Acrylic"		"Red/Gold stripe"	"11'8(w)x17'6=204.23'"	0.0000
12191	"22961"	1	"Patio"	"Acrylic"		"Green"	"10x12'2=121.7'"	0.0000
12192	"14782"	1	"Ext B1"	"Canvas"		"Green/White"		0.0000
12192	"14782"	1	"Ext Long porch"	"Acrylic"		"Green"		0.0000
12192	"14782"	1	"Hip B2"	"Canvas"		"Green/White"		0.0000
12193	"22985"	1	"Patio"	"Acrylic"		"Blue/White/Tan"	"15'3x13'3=202.06'"	0.0000
12194	"25046"	1	"Patio"	"Sunb4637"	"New12"	"Forest Green"	"23'10x16'3=387.24'"	0.0000
12195	"25050"	1	"Bimini"	"Dickson7133"		"Natural"	"8'6x8'1=68.68'"	0.0000
12195	"25050"	1	"Dash cover"	"Dickson7133"		"Natural"	"~6'3x3=18.75'"	0.0000
12196	"1080"	1	"Main patio"	"Weathertyte"		"Terra Cotta"	"~25x25=625'"	0.0000
12196	"1080"	1	"L Shaped patio-womens locker"			"Terra Cotta"	"214'"	0.0000
12196	"1080"	1	"Pro Shop Awning"	"Weathertyte"		"Terra Cotta"	"46'"	0.0000
12197	"15898"	1	"Patio - RS"	"Firesist"	"NewS17"	"Blue"	"~33x27=894'"	0.0000
12197	"15898"	1	"Patio - middle"	"Firesist"	"NewS17"	"Blue"	"~18x16=331'"	0.0000
12197	"15898"	1	"Patio - LS"	"Firesist"	"NewS17"	"Blue"	"~35x27=844'"	0.0000
12197	"15898"	1	"Back panel - LS"	"Firesist"		"Blue"	"70'"	0.0000
12197	"15898"	1	"Back panel - RS"	"Firesist"		"Blue"	"87'"	0.0000
12197	"15898"	1	"Back panel - L end"	"Firesist"		"Blue"	"30'"	0.0000
12197	"15898"	1	"Lat - kiddie pool"				"26'6x10'9=284.88'"	0.0000
12197	"15898"	1	"Val - kiddie pool"				"26'6x6""=13.25'"	0.0000
12198	"1088"	1	"Roller+Val"	"acrylic"	"NewS06"	"Beige/Green Fancy"	"25'"	0.0000
12198	"1088"	1	"Roller+Val"	"acrylic"	"NewS06"	"Beige/Green Fancy"	"60'"	0.0000
12198	"1088"	1	"Roller+Val"	"acrylic"	"NewS06"	"Beige/Green Fancy"	"35'"	0.0000
12198	"1088"	1	"Roller+Val"	"acrylic"	"NewS06"	"Beige/Green Fancy"	"35'"	0.0000
12199	"20907"	1	"Patio-L shape+flap+val"	"Acrylic"	"Ok"	"Black/White"	"24'9x15+13'5x5'5=584.73'"	0.0000
12200	"24136"	1	"Patio"	"Acrylic"	"New2013"	"Black/Grey/White pinstripe"	"19'6x10'11=210.21'"	0.0000
12201	"23270"		"Singles"	"Canvas"		"Black"		0.0000
12202	"23098"	1	"Double"	"Canvas"		"Green/Burgundy/White"	"5'10x3'10"	0.0000
12203	"22954"	1	"Patio B2"	"Acrylic"		"Green/Red/White"	"8x12'3=98'"	0.0000
12203	"22954"	1	"Single BU2 curved"	"Acrylic"		"Green/Red/White"		0.0000
12205	"25057"	1	"Awning 3"	"Acrylic"		"Black"	"7'4x3'9=27.53'"	0.0000
12206	"12943"	1	"Patio"	"Acrylic"		"Tan/Green/OffWhite/Multi"	"12'6x10'6=131.25'"	0.0000
12207	"18003"	1	"Patio"	"Acrylic"		"Green/White/Gold/DkRed Stripe"	"15x13'9=206.25'"	0.0000
12208	"2255"		"NECPA bags"					0.0000
12209	"15155"	1	"Double F1"	"Acrylic"	"Fair"	"Orange"	"6'2x4"	0.0000
12209	"15155"	1	"Single rear down"	"Acrylic"	"Fair"	"Orange"	"3x3"	0.0000
12209	"15155"	1	"Single top front #1"	"Acrylic"	"Fair"	"Orange"	"3x4"	0.0000
12209	"15155"	1	"Single top front #2"	"Acrylic"	"Fair"	"Orange"	"3x4"	0.0000
12209	"15155"	1	"Single top rear"	"Acrylic"	"Fair"	"Orange"	"3x4"	0.0000
12210	"15860"	1	"Double"	"Acrylic"		"Beige/Black/Grey Stripe"		0.0000
12210	"15860"	1	"Porch ext RS"	"Acrylic"		"Black"	"16x5=80'"	0.0000
12211	"24062"	1	"Patio"	"Acrylic"		"Green/White"	"28'9x16'9=481.56'"	0.0000
12212	"22957"	1	"Patio"	"Acrylic"		"Green"	"12'11x13'8-cutout=173.55'"	0.0000
12213	"23024"	1	"Extension"	"Acrylic"		"Green"	"17'6x4'10=84.53'"	0.0000
12214	"13937"	1	"Patio"	"Acrylic"	"Good"	"Beige/Green"	"29'6x13'4(-cutout)=373.28'"	0.0000
12214	"13937"	1	"Extension"	"Acrylic"	"Good"	"Beige/Green"	"12'10x4'3=54.53'"	0.0000
12215	"12453"	1	"Ext FU1"	"acrylic"		"Forest Green"	"7'11x3'4=26.45'"	0.0000
12215	"12453"	1	"Ext FU2"	"acrylic"		"Forest Green"	"6x3'4=20.04'"	0.0000
12215	"12453"	1	"Ext FU3"	"Acrylic"		"Forest Green"	"6x3'4=20.04'"	0.0000
12216	"15875"	1	"Patio"	"Acrylic"	"Ok/faded"	"Blue"	"16'1x14=225.12'"	0.0000
12217	"25058"	1	"Patio"	"Acrylic"		"Royal Blue Tweed"	"26'10x9'7=257.03'"	0.0000
12217	"25058"	1	"Backflap"	"Acrylic"		"Royal Blue Tweed"	"26'10x1'2=31.39'"	0.0000
12218	"17559"	1	"Ext R1"	"Acrylic"		"Fern Stripe"	"9'10x4'6=44.24'"	0.0000
12218	"17559"	1	"Ext R2"	"Acrylic"		"Fern Stripe"	"17'4x5'6=95.37'"	0.0000
12218	"17559"	1	"Ext R3"	"Acrylic"		"Fern Stripe"	"11x5'6=60.5'"	0.0000
12219	"9322"	2	"Singles"	"Acrylic"		"Black/Grey 6-bar"	"$37 ea."	0.0000
12219	"9322"	1	"Extension"	"Acrylic"		"Black/Grey 6-bar"	"8'9x3'7=31.33'"	0.0000
12220	"20772"	1	"L patio"	"Acrylic"		"Grey/White/Green Stripe"	"11'3x10'1+19'2x22'9=579.54'"	0.0000
12221	"15900"	1	"Tent"	"Vinyl"	"Dry/NewS06"	"Brown"	"20x20=400'"	0.0000
12222	"19497"	8	"Singles"	"Acrylic"	"Faded/OLD"	"Terra Cotta"		0.0000
12222	"19497"	1	"Double"	"Acrylic"	"Faded/OLD"	"Terra Cotta"		0.0000
12222	"19497"	1	"Extension"	"Acrylic"	"Newer"	"Terra Cotta"	"9'10x5"	0.0000
12223	"4822"	1	"Ext F1"	"Acrylic"		"Tan/Burgundy Fancy"	"11'3x4'8=52.54'"	0.0000
12223	"4822"	1	"Ext R1"	"Acrylic"		"Tan/Burgundy Fancy"	"28x4'8=130.76'"	0.0000
12223	"4822"	1	"Ext B1"	"Acrylic"		"Tan/Burgundy Fancy"	"11'6x4'7=52.67'"	0.0000
12223	"4822"	1	"Ext B2"	"Acrylic"		"Tan/Burgundy Fancy"	"5'7x4'1=22.77'"	0.0000
12224	"25061"	1	"Patio"	"Sunb4756"	"NewSu21"	"Tan/Navy (Cavalier Colonial)"	"~50'9x17'6"	0.0000
12225	"25063"	1	"Pergola shade 1"	"Acrylic"		"Linen"	"15'4x3'10=58.75'"	0.0000
12225	"25063"	1	"Pergola shade 2"	"Acrylic"		"Linen"	"15'4x3'10=58.75'"	0.0000
12225	"25063"	1	"Pergola shade 3"	"Acrylic"		"Linen"	"15'6x5=77.5'"	0.0000
12225	"25063"	1	"Pergola shade 4"	"Acrylic"		"Linen"	"15'4x3'10=58.75'"	0.0000
12225	"25063"	1	"Pergola shade 5"	"Acrylic"		"Linen"	"15'6x5=77.5'"	0.0000
12226	"24123"	1	"Patio"	"Sunbrella"		"Olive/Tan Fancy"	"19'7x13'4=261.2'"	0.0000
12227	"18496"	1	"Patio"	"Acrylic"		"Green/White"	"22'4x18=402.12'"	0.0000
12228	"16510"	1	"Patio-RS"	"Acrylic"	"NewS22"	"Taupe 6048"	"33'4x17'11=597.45'"	0.0000
12228	"16510"	1	"Cover for rt side awning"		"NewS22"			0.0000
12229	"717"	1	"Umbrella"					0.0000
12230	"11625"	3	"Domes"					0.0000
12231	"5676"	1	"Awning"	"acrylic"		"Beige/DkGreen/Burgundy"	"13'4x16'2=215.71'"	0.0000
12231	"5676"	1	"Bag"			"Beige/DkGreen/Burgundy"		0.0000
12232	"21949"	1	"Windshield 1 (AKA 8)"	"A+V"		"MedBlue/Clear"	"~7'4x2'4=17.18'"	0.0000
12233	"22984"	1	"Ext B3"	"Canvas"		"Grey"	"15x5'11=88.8'"	0.0000
12234	"23044"	1	"Hip F1"	"Acrylic"		"Green/Black Fancy"	"6'10x6'5=43.85'"	0.0000
12234	"23044"	1	"Hip F2"	"Acrylic"		"Green/Black Fancy"	"10'4x6'10=70.62'"	0.0000
12234	"23044"	1	"Patio"	"Acrylic"		"Green/Black Fancy"	"21x20'4=427.14'"	0.0000
12234	"23044"	1	"Curtain-rollup"	"Acrylic"		"Green/Black Fancy"	"6'3x7'2=44.81'"	0.0000
12235	"6258"	1	"Window 10"	"Stam+V"		"White/Clear"	"~3'4x6=20.04'"	0.0000
12235	"6258"	1	"Window 11"	"Stam+V"		"White/Clear"	"~2'6x4'7=11.45'"	0.0000
12235	"6258"	1	"Window 12"	"Stam+V"		"White/Clear"	"~5'8x2=11.34'"	0.0000
12235	"6258"	1	"Window 13"	"Stam+V"		"White/Clear"	"~5'8x2=11.34'"	0.0000
12236	"24135"	1	"Patio"	"Acrylic"		"Tan/Brown/Grey/Multi"	"27'5x16'11=463.95'"	0.0000
12237	"2598"	1	"Porch Door 1"	"A+V"		"Green/Clear"		0.0000
12238	"8354"	1	"Patio"	"Acrylic"		"Brown Stripe/Eastridge Cocoa"	"20'2x13'4=269.07'"	0.0000
12239	"21954"	1	"Patio"	"Acrylic"		"Taupe/DkGreen/White"	"30x14'8=440.1'"	0.0000
12240	"16778"	1	"Patio"	"Acrylic"	"S14-Good"	"Blue/White Fancy"	"15'11x13'3=210.94'"	0.0000
12241	"23104"	1	"Patio"	"Acrylic"		"Brown"	"15'6x10'5=161.51'"	0.0000
12242	"24063"	1	"Patio"	"Acrylic"		"White"	"23'6x15'8=368.25'"	0.0000
12243	"9133"	1	"Patio"	"acrylic"		"Yellow/White"	"337.5'"	0.0000
12244	"18459"	1	"Cover"	"Poly"		"DkGrey w/graphics"	"~18x7=136.71'"	0.0000
12245	"2688"	1	"Pool Canopy"	"Sunb #5700"		"Green/White"	"13x3=39'"	0.0000
12245	"2688"	1	"L1 Hip"	"Acrylic"		"Green/White"	"96'"	0.0000
12245	"2688"	1	"L2 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"L3 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"B3 Hip"	"Acrylic"		"Green/White"	"48'"	0.0000
12245	"2688"	1	"B4 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"B5 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"BU1 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"BU2 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"BU3 Hip"	"Acrylic"		"Green/White"	"60'"	0.0000
12245	"2688"	1	"BU8 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"LU1 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"LU2 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"L (L3) long Hip"	"Acrylic"		"Green/White"	"80'"	0.0000
12245	"2688"	1	"FU1 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"FU5 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"FU6 Hip"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"F1 Dome"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"F2 Dome"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"FU3 Dome"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"BU1 Dome"	"Acrylic"		"Green/White"		0.0000
12245	"2688"	1	"Back Lg Dome"	"Acrylic"		"Green/White"		0.0000
12246	"21897"	1	"Bimini"	"Acrylic"		"Oyster"	"5'1x7=35.56'"	0.0000
12246	"21897"	1	"Sailcover"	"Acrylic"		"Marine Blue"	"12#"	0.0000
12247	"11891"	1	"Bimini 1"	"Acrylic"	"Faded"	"Burgundy Tweed"	"9'9x8'11+tails=96.25'"	0.0000
12247	"11891"	1	"Chair Cover 2"	"Acrylic"	"2-sided"	"Burgundy Tweed"	"~3x3'10=22.98'"	0.0000
12247	"11891"	1	"Cover 3"	"Acrylic"	"2-sided/Faded"	"Burgundy Tweed"	"~3'3x1'6=9.76'"	0.0000
12247	"11891"	1	"Cover-oval 4"	"Acrylic"		"Burgundy Tweed"	"~8x3'6=20'"	0.0000
12247	"11891"	2	"Seat Covers 5/6"	"Acrylic"		"Burgundy Tweed"	"7'9x4'10+3x2=43.43'/106.40"	0.0000
12247	"11891"	1	"Cover 7"	"Acrylic"		"Burgundy Tweed"	"~12'4x5+flap=75.05'"	0.0000
12247	"11891"	1	"Cover 8"	"Acrylic"	"2-sided"	"Burgundy Tweed"	"~6x3=36'"	0.0000
12247	"11891"	2	"Bag ACI"			"White"		0.0000
12248	"16887"	1	"Patio"	"Acrylic"	"New '09"	"Green"	"21'5x17'2=367.78'"	0.0000
12249	"15468"	1	"Patio"	"Canvas"		"Beige/DkGreen/White"	"18x10'4=186.12'"	0.0000
12250	"20780"	1	"Dodger"	"A+V"		"RoyalBlueTweed/Clear"	"9'8x4'6=43.52'"	0.0000
12250	"20780"	1	"Bimini"	"Acrylic"		"RoyalBlueTweed"	"5'6x6'1=33.44'"	0.0000
12250	"20780"	1	"Wheel cover"	"Acrylic"	"2-sided"	"Blue"	"3'2x4=25.36'"	0.0000
12250	"20780"	1	"Sailcover"	"Acrylic"		"Blue"	"5#"	0.0000
12251	"16845"	1	"Patio"	"Acrylic"	"F13-Good"	"Green"	"27x23=621'"	0.0000
12252	"1493"	1	"Extension"	"acrylic"	"Fair"	"Green/Tan/Burgundy"	"7'3x5=36.25'"	0.0000
12253	"23183"	1	"Dodger-rounded"	"A+V"		"Taupe/Clear"	"~9'2x6-window=43.66'"	0.0000
12253	"23183"	1	"Bimini"	"A+V"		"Taupe/Clear"	"6'8x11'9=78.37'"	0.0000
12253	"23183"	1	"Bow cover"	"Poly"	"shock cord"	"Taupe"	"21x10'8=224.07'"	0.0000
12254	"23340"	1	"Patio"	"Vinyl"		"Green"	"11'10x11'6=136.05'"	0.0000
12254	"23340"	1	"Patio RS"	"Acrylic"		"Green"	"31x23'6=728.5'"	0.0000
12254	"23340"	1	"Patio LS"	"Acrylic"		"Green"	"31'2x14'3=444.17'"	0.0000
12255	"25108"	1	"Dinghy cover"	"Acrylic"		"Toast"	"~13'10x8=89.5'"	0.0000
12255	"25108"	1	"Bimini"	"Acrylic"		"Toast"	"10'7x9'3=97.87'"	0.0000
12255	"25108"	1	"Cover"	"Acrylic"		"Toast"	"9'8x4'7=44.29'"	0.0000
12256	"3574"	1	"Aft Cover"	"acrylic"	"Fair"	"Brown"	"~11'10x7'10=92.68'"	0.0000
12256	"3574"	1	"Bimini"	"acrylic"	"NewS21"	"Brown"	"6'8x7'10=51.16'"	0.0000
12257	"20865"	1	"Patio"	"Acrylic"		"Blue? Or Green?/White"	"15'9x14'8=231.05'"	0.0000
12258	"18001"	1	"Cover"	"Acrylic"		"Burgundy"	"~11x10=113.8'"	0.0000
12259	"25131"	1	"Patio"	"Acrylic"		"BrickRed-Brownish"	"14x10'2-cutout=137.61'"	0.0000
12259	"25131"	1	"Single"	"Acrylic"		"BrickRed-Brownish"	"2'9x3"	0.0000
12259	"25131"	1	"Extension"	"Acrylic"		"BrickRed-Brownish"	"7'4x3=22.02'"	0.0000
12260	"24985"	1	"Double"	"Acrylic"	"Fair"	"DkGreen"	"5x4'10"	0.0000
12261	"24920"	1	"Bimini"	"Poly"		"Beige"	"7'11x8'2=64.71'"	0.0000
12262	"2255"		"Bags-flat bottom"				"18""x18""x6"""	0.0000
12263	"25136"	1	"Console cover"	"Acrylic"		"Pacific Blue"	"~6'3x5'3=35.39'"	0.0000
12264	"14196"	1	"Cockpit cover"	"Acrylic"		"Navy"	"14'1x7'6=105.6'"	0.0000
12264	"14196"	1	"Bow cover"	"Acrylic"		"Navy"	"7'4x1'11=14.09'"	0.0000
12265	"25133"	3	"Pillows"	"A?"		"Off White"	"2'8x2=10.68'/28.00"	0.0000
12265	"25133"	1	"Pillow"	"A?"		"Off White"	"2'5x2=9.68'"	0.0000
12266	"2598"	1	"Mojito back patio"		"New S12"		"24x20=480'"	0.0000
12267	"2598"	1	"Mojito back patio"		"New S12"		"24x20=480'"	0.0000
12268	"1707"	1	"Bimini"	"acrylic"		"Tan"	"8'3x9'2=75.65'"	0.0000
12269	"2627"	1	"Window"	"a+v"		"Oyster/Clear"	"8x9""=6'"	0.0000
12269	"2627"	1	"Side Curtains-triangles"	"acrylic"	"Good"	"White"		0.0000
12270	"9599"	2	"Windows 1/2"	"Seam+V"		"BlueTweed/Clear"	"~3'10x2'3=8.62'/"	0.0000
12270	"9599"	2	"Windows 3/4"	"Seam+V"		"BlueTweed/Clear"	"~4'10x1'10=8.84'/"	0.0000
12270	"9599"	1	"Windshield 5"	"Seam+V"		"BlueTweed"	"9'3x3=27.75'"	0.0000
12270	"9599"	1	"Connector/Visor 6"	"Seamark"		"BlueTweed"	"7'7x2'5=18.34'"	0.0000
12270	"9599"	1	"Bimini 7"	"Seamark"		"BlueTweed"	"7'8x6'2=47.32'"	0.0000
12270	"9599"	1	"Aft Curtain 8"	"Seam+V"		"BlueTweed/Clear"	"9x5=45'"	0.0000
12271	"16500"	1	"Patio"	"Acrylic"		"Tan/DkGreen/Gold"	"16'6x15-angle=238.62'"	0.0000
12272	"15724"	1	"Cockpit Cover"	"Acrylic"		"Med Blue tweed"	"14'8x8'6=124.7'"	0.0000
12273	"20353"	1	"Bimini 1"	"Seamark"	"Good"	"Navy"	"8'7x7'4=62.98'"	0.0000
12273	"20353"	1	"Window 2"	"A+V"	"Good"	"Navy/Clear"	"3'6x2'2=7.6'"	0.0000
12273	"20353"	1	"Window 3"	"A+V"	"Good"	"Navy/Clear"	"5x3'10=19.15'"	0.0000
12273	"20353"	1	"Window 4"	"A+V"	"Good"	"Navy/Clear"	"4'5x4'2=18.43'"	0.0000
12273	"20353"	1	"Window 5"	"A+V"	"Good"	"Navy/Clear"	"4'5x4'2=18.43'"	0.0000
12273	"20353"	1	"Window 6"	"A+V"	"Good"	"Navy/Clear"	"2'9x1'10=5.03'"	0.0000
12273	"20353"	1	"Window 7"	"A+V"	"Good"	"Navy/Clear"	"2'9x1'10=5.03'"	0.0000
12273	"20353"	1	"Window 8"	"A+V"	"Good"	"Navy/Clear"	"3'5x3'4=11.42'"	0.0000
12273	"20353"	1	"Window 9"	"A+V"	"Good"	"Navy/Clear"	"3'5x3'4=11.42'"	0.0000
12273	"20353"	1	"Window 10"	"A+V"	"Good"	"Navy/Clear"	"4'7x2'2=9.94'"	0.0000
12273	"20353"	1	"Window 11"	"A+V"	"Good"	"Navy/Clear"	"4'7x2'2=9.94'"	0.0000
12274	"25147"	1	"Patio"	"Acrylic"	"F13-Good"	"Dk Green"	"22x16'4=360'"	0.0000
12275	"21634"	1	"Bimini"	"A+V"		"Linen/Clear"	"8'7x11'7=98.43'"	0.0000
12276	"25149"	1	"Freestander"	"Acrylic"		"Black/White"	"16'10x11=185.13'"	0.0000
12277	"25150"	1	"Patio"	"Acrylic"		"Green/White"	"17x14'10=252.11'"	0.0000
12278	"14908"	1	"Patio"	"Acrylic"		"Black/Grey Stripe"	"19'6x17'7=344.83'"	0.0000
12279	"7701"	1	"Patio #1"	"acrylic"	"faded"	"Tan/Burgundy Fancy"	"11x5'1=56.87'"	0.0000
12279	"7701"	1	"Patio #2"	"acrylic"	"faded"	"Tan/Burgundy Fancy"	"8x5'2=42.24'"	0.0000
12280	"25152"	1	"Patio"	"A-Sattler"		"Green/DkGreen Stripe"	"12'5x17'1=212.13'"	0.0000
12281	"3879"	1	"Cover (boom tent?)"	"Acrylic"		"White"	"~13x6'2=70'"	0.0000
12281	"3879"	1	"Flybridge cover"	"Acrylic"	"Good"	"Tan"	"12'6x11'7=144.75'"	0.0000
12281	"3879"	1	"Bimini"	"Acrylic"	"Good"	"Tan"	"9'9x8'4=81.32'"	0.0000
12282	"18794"	1	"Window 1"	"A+V"		"Navy/Clear"	"2'3x3'5=11.12'"	0.0000
12282	"18794"	1	"Window 2"	"A+V"		"Navy/Clear"	"~4x3=12'"	0.0000
12282	"18794"	1	"Window 3"	"A+V"		"Navy/Clear"	"~4x3=12'"	0.0000
12282	"18794"	1	"Window 4"	"A+V"		"Navy/Clear"	"~4x2'9=11'"	0.0000
12282	"18794"	1	"Window 5"	"A+V"		"Navy/Clear"	"~4x2'9=11'"	0.0000
12282	"18794"	1	"Window 6"	"A+V+Screen"		"Navy/Clear/Screen"	"4x4'5=17.68'"	0.0000
12282	"18794"	1	"Window 7"	"A+V+Screen"		"Navy/Clear/Screen"	"~3'4x3'10=12.79'"	0.0000
12282	"18794"	1	"Window 8"	"A+V+Screen"		"Navy/Clear/Screen"	"~3'4x3'10=12.79'"	0.0000
12282	"18794"	1	"Window 9"	"A+V+Screen"		"Navy/Clear/Screen"	"~3'2x4'5=14.01'"	0.0000
12282	"18794"	1	"Window 10"	"A+V+Screen"		"Navy/Clear/Screen"	"4'4x3'2+flap=18.14'"	0.0000
12282	"18794"	1	"Cover 11"	"Seamark"		"Navy"	"~9'3x7'5=68.64'"	0.0000
12282	"18794"	1	"Cover 12 (half circle)"	"Seamark"		"Navy"	"~10'6x2'6=20.62'"	0.0000
12283	"25155"	1	"Roman shade"	"Acrylic"		"Grey/White wide stripe"	"10'10x10=108.3'"	0.0000
12284	"21948"	1	"Patio"	"Acrylic"	"New12"	"Black/Grey/Burgundy"	"16'1x11'1=178.17'"	0.0000
12285	"25156"	1	"Cover"	"Acrylic"		"Navy"	"6'3x6'7=41.13'"	0.0000
12286	"24051"	1	"Bimini"	"A+V"		"Navy/Clear"	"6'4x10'10=68.66'"	0.0000
12286	"24051"	1	"Bimini"	"Acrylic"		"Navy"	"7'9x3'6=27.13'"	0.0000
12286	"24051"	1	"Connector"	"Acrylic"		"Navy"	"~9'4x3'8=34.28'"	0.0000
12286	"24051"	1	"Panel"	"Acrylic"	"snap-on"	"Navy"	"~2'5x8'1=19.55'"	0.0000
12286	"24051"	1	"Cover"	"CoatedA"	"2-sided"	"Navy"	"2'3x4'6=20.26'"	0.0000
12286	"24051"	1	"Wheel cover 1"	"Acrylic"	"2-sided"	"Navy"	"~1'6D=15'"	0.0000
12286	"24051"	1	"Wheel cover 2"	"Acrylic"	"2-sided"	"Navy"	"~1'6D=15'"	0.0000
12286	"24051"	2	"Cushions"	"a+Vmesh"	"hinged"	"Navy, blue mesh under"	"5x1'9=17.5'/"	0.0000
12287	"23923"	1	"Window 1"	"A+V"		"DkGreen/Clear, black back"	"2'3x2'7=5.81'"	0.0000
12287	"23923"	1	"Window 2"	"A+V"		"DkGreen/Clear"	"~2'2x3'10=6.14'"	0.0000
12287	"23923"	1	"Window 3"	"A+V"		"DkGreen/Clear"	"~2'2x3'10=6.14'"	0.0000
12287	"23923"	1	"Window 4"	"A+V"		"DkGreen/Clear"	"~2'4x3'2=7.42'"	0.0000
12287	"23923"	1	"Window 5"	"A+V"		"DkGreen/Clear"	"~2'4x3'2=7.42'"	0.0000
12287	"23923"	1	"Window 6"	"A+V"		"DkGreen/Clear"	"~5x2'4=11.7'"	0.0000
12287	"23923"	1	"Window 7"	"A+V"		"DkGreen/Clear"	"~5x2'4=11.7'"	0.0000
12287	"23923"	1	"Window 8"	"A+V+Screen"		"DkGreen/Clear/Screen"	"4'1x6'1+tail=29.51'"	0.0000
12287	"23923"	1	"Window 9"	"A+V"		"DkGreen/Clear"	"~6x4=26'"	0.0000
12287	"23923"	1	"Window 10"	"A+V"		"DkGreen/Clear"	"~6x4=26'"	0.0000
12287	"23923"	1	"Cover 11"	"Acrylic"		"DkGreen, white binding"	"~4x3=11.75'"	0.0000
12287	"23923"	1	"Bimini 12"	"A+V"		"DkGreen/Clear"	"9x8'9=78.75'"	0.0000
12288	"11377"	1	"Extension"	"acrylic"		"Taupe/Green/White Stripe"	"18'8x3'7=66.84'"	0.0000
12288	"11377"	1	"Extension"	"acrylic"		"Taupe/Green/White Stripe"	"9'8x3'7=34.62'"	0.0000
12289	"24390"	1	"Patio"	"Acrylic"		"White, lt blue bind"	"18'7x21'7+flap=411.46'"	0.0000
12290	"25168"	1	"Window 1"	"A+V"		"Navy/Clear"	"2'10x2'8=7.56'"	0.0000
12290	"25168"	1	"Window 2"	"A+V"		"Navy/Clear"	"~4x2'7=10.32'"	0.0000
12290	"25168"	1	"Window 3"	"A+V"		"Navy/Clear"	"~4x2'7=10.32'"	0.0000
12290	"25168"	1	"Window 4"	"A+V"		"Navy/Clear"	"~3'6x2=7'"	0.0000
12290	"25168"	1	"Window 5"	"A+V"		"Navy/Clear"	"~3'6x2=7'"	0.0000
12290	"25168"	1	"Window 6"	"A+V+Screen"		"Navy/Clear/Screen"	"~4'7x4'1=18.69'"	0.0000
12290	"25168"	1	"Window 7"	"A+V+Screen"		"Navy/Clear/Screen"	"~4'7x4'1=18.69'"	0.0000
12290	"25168"	1	"Window 8"	"A+V+Screen"		"Navy/Clear/Screen"	"4'6x5'1=22.86'"	0.0000
12290	"25168"	1	"Cover 9"	"Acrylic"		"Navy"	"5x9'1+tails=48.3'"	0.0000
12291	"25169"	1	"Bimini"	"Acrylic"		"Toast"	"7'8x8=61.36'"	0.0000
12292	"16500"	1	"Bow cover"	"Acrylic"		"Navy"	"~7'3x7'3=53.5'"	0.0000
12293	"25177"	1	"Patio"	"Acrylic"		"Navy/Grey"	"20'2x12'8=255.55'"	0.0000
12294	"10507"	1	"Awning"	"acrylic"		"Green/Beige"	"8'10x5'1=50'"	0.0000
12294	"10507"	1	"Bag (customers)"			"ACI Teal"		0.0000
12295	"16556"	1	"Bimini"	"SunbSUPREME"		"Black/oyster under"	"5'6x7'1=38.94'"	0.0000
12295	"16556"	1	"Aft cover"	"Acrylic"		"Black"	"~9'10x6'8=66.17'"	0.0000
12295	"16556"	1	"Cockpit cover"	"Acrylic"		"Black"	"~14'6x8'8=99'"	0.0000
12296	"21888"	1	"Dodger"	"A+V(stiff)"		"Brass/Clear"	"12'8x5'8=71.84'"	0.0000
12296	"21888"	1	"Window cover"	"A+Padding"		"Brass/Grey padded lining"	"~7x3=27.62'"	0.0000
12296	"21888"	1	"Connector"	"Acrylic"		"Brass"	"~7'3x2'5=17.55'"	0.0000
12296	"21888"	1	"Bimini"	"A+V"		"Brass/Clear"	"6'11x7'7=52.45'"	0.0000
12296	"21888"	2	"Sheets for dodger glass"					0.0000
12297	"8283"	1	"Tent"	"vinyl"		"Green/White"	"36x40=1440'"	0.0000
12298	"25206"	1	"Patio (XL)"	"Acrylic"		"Silver"		0.0000
12300	"25208"	1	"Upstairs back awning"	"Acrylic"		"Pacific Blue"	"3'2x2'4"	0.0000
12300	"25208"	1	"R-2-1"	"Acrylic"		"Pacific Blue"	"6'8x3'1"	0.0000
12300	"25208"	1	"Kitchen hip"	"Acrylic"		"Pacific Blue"	"5'1x3'6"	0.0000
